,did,label,uid
8857,5c42ae9ace96dd0692804ec3,beer,
8858,5c42ae9ace96dd0692804ec3,wine,
8859,5c41b30767c20206b65ce3e7,beer,
8860,5c41b30767c20206b65ce3e7,wine,
8861,5c41834ef5c35d06abab543e,beer,
8862,5c41834ef5c35d06abab543e,wine,
8863,5c416345f5c35d06aea5fbee,beer,
8864,5c4128a8613df607215cefdc,beer,
8865,5c40810bd53af006ba0fe726,beer,
8866,5c40077eab8bcc06aceb64a6,beer,
8867,5c40077eab8bcc06aceb64a6,wine,
8868,5c3ffcfac5bfc906a9e2211b,beer,
8869,5c3ffcfac5bfc906a9e2211b,wine,
8870,5c3fcc47f5c35d06abab4667,beer,
8871,5c3fb80dab8bcc06abf6af7b,beer,
8872,5c3f58ca8a14e206ad40ef8d,beer,
8873,5c3f58ca8a14e206ad40ef8d,wine,
8874,5c3f1c6a0eb25b06beba6f13,beer,
8875,5c3e606b67c20206b65cc9cc,beer,
8876,5c3e606b67c20206b65cc9cc,wine,
8877,5c3ddfd92a307e06877291c8,beer,
8878,5c3ddfd92a307e06877291c8,wine,
8879,5c3d8fc881aba206c8503f3c,beer,
8880,5c3d8fc881aba206c8503f3c,wine,
8881,5c3d59295e379606b043e528,beer,
8882,5c3c6f83289eef06ca9a9203,beer,
8883,5c3be4519a779f068a9c5a56,beer,
8884,5c3be4519a779f068a9c5a56,wine,
8885,5c3bd35167c20206b8e8e3fc,beer,
8886,5c3b5af19a0c5706b48e533b,beer,
8887,5c3b414344de7706bd2e3cef,beer,
8888,5c3b414344de7706bd2e3cef,wine,
8889,5c3b0cbedac75706b8c63c3f,beer,
8890,5c3b002c67c20206b735863a,beer,
8891,5c3aff6367c20206b65caea7,beer,
8892,5c3aee8367c20206b73585ac,beer,
8893,5c3ad0d2731fa706b9b6a0c0,beer,
8894,5c3ad0d2731fa706b9b6a0c0,wine,
8895,5c3abd8d731fa706bac9b3d6,beer,
8896,5c3abd8d731fa706bac9b3d6,wine,
8897,5c3abceff5c35d06aea5c7ad,beer,
8898,5c3aa1eb731fa706bac9b2ac,beer,
8899,5c39ad29fd541c06c23ac0f9,beer,
8900,5c39ad29fd541c06c23ac0f9,wine,
8901,5c39664d9dca6206c46ae0c8,beer,
8902,5c39664d9dca6206c46ae0c8,wine,
8903,5c39463844de7706aa7260da,beer,
8904,5c39435dc2eafc06af3c3580,beer,
8905,5c39435dc2eafc06af3c3580,wine,
8906,5c392564c2eafc06b03fb612,beer,
8907,5c391ba767c20206b8e8d180,beer,
8908,5c386aa96dd1f706cae333fe,beer,
8909,5c386aa96dd1f706cae333fe,wine,
8910,5c3850de2aba2106ab4c30ba,beer,
8911,5c3850de2aba2106ab4c30ba,wine,
8912,5c381e286dd1f706cbc8a3b5,beer,
8913,5c37d2ab2aba2106ab4c2dac,beer,
8914,5c371d1705c22306afb64dca,beer,
8915,5c371d1705c22306afb64dca,wine,
8916,5c36b4ea05c22306b04621ff,beer,
8917,5c35e7d8f5c35d06abaafdaf,beer,
8918,5c35e7d8f5c35d06abaafdaf,wine,
8919,5c35cccd4db9b006b0076f9f,beer,
8920,5c35cccd4db9b006b0076f9f,wine,
8921,5c35bab367c20206b73560a0,beer,
8922,5c35bab367c20206b73560a0,wine,
8923,5c357fc64db9b006b31ff1bd,beer,
8924,5c357fc64db9b006b31ff1bd,wine,
8925,5c58d92ad4926b06cc3b8a77,beer,
8926,5c58d92ad4926b06cc3b8a77,sake,
8927,5c58d92ad4926b06cc3b8a77,wine,
8928,5c56b8cf1c35f506ad120aab,beer,
8929,5c56b8cf1c35f506ad120aab,sake,
8930,5c56b8cf1c35f506ad120aab,wine,
8931,5c5649981c35f506ae0d3c63,beer,
8932,5c5649981c35f506ae0d3c63,wine,
8933,5c5462c71c35f506ad11df38,beer,
8934,5c5462c71c35f506ad11df38,sake,
8935,5c5462c71c35f506ad11df38,wine,
8936,5c54603165dda506bf34b206,beer,
8937,5c54603165dda506bf34b206,sake,
8938,5c54603165dda506bf34b206,wine,
8939,5c545f0765dda506c3a6ed31,beer,
8940,5c545f0765dda506c3a6ed31,sake,
8941,5c545f0765dda506c3a6ed31,wine,
8942,5c522cbf65dda506c3a6c1e8,beer,
8943,5c517d3a1c35f506ad11a669,beer,
8944,5c517d3a1c35f506ad11a669,wine,
8945,5c513f951c35f506ac82841e,beer,
8946,5c513f951c35f506ac82841e,wine,
8947,5c513f381c35f506ac828414,beer,
8948,5c513f381c35f506ac828414,wine,
8949,5c50e3831c35f506ad119b07,beer,
8950,5c50de2765dda506c53e5346,beer,
8951,5c50de2765dda506c53e5346,sake,
8952,5c50de2765dda506c53e5346,wine,
8953,5c506a751c35f506ae0cd55e,beer,
8954,5c506a751c35f506ae0cd55e,sake,
8955,5c506a751c35f506ae0cd55e,wine,
8956,5c50346965dda506bf34639b,beer,
8957,5c4da7ca105fd006aff3ae6e,beer,
8958,5c4da7ca105fd006aff3ae6e,sake,
8959,5c4da7ca105fd006aff3ae6e,wine,
8960,5c4d44b0105fd006b0810127,beer,
8961,5c4d44b0105fd006b0810127,wine,
8962,5c4c828c28b0d106af7b10d4,beer,
8963,5c4c828c28b0d106af7b10d4,wine,
8964,5c4c779a28b0d106abe03af6,beer,
8965,5c4c779a28b0d106abe03af6,wine,
8966,5c4c514be3112706ce4d58fc,beer,
8967,5c4c514be3112706ce4d58fc,wine,
8968,5c4c419228b0d106af7b0b44,beer,
8969,5c4c419228b0d106af7b0b44,sake,
8970,5c4c419228b0d106af7b0b44,wine,
8971,5c4af10a378a3f06981f1f0f,beer,
8972,5c4af10a378a3f06981f1f0f,wine,
8973,5c4ab834378a3f06981f191e,beer,
8974,5c4a3b3055aabd5a1894979d,beer,
8975,5c49d2f54b73855bbac9faad,beer,
8976,5c49d2f54b73855bbac9faad,wine,
8977,5c49972055aabd5a18948d84,beer,
8978,5c49972055aabd5a18948d84,sake,
8979,5c49972055aabd5a18948d84,wine,
8980,5c49904a55aabd5a18948c7e,beer,
8981,5c49904a55aabd5a18948c7e,wine,
8982,5c498b9955aabd59f9a426a9,beer,
8983,5c4954bb4b7385069b89400b,beer,
8984,5c4954bb4b7385069b89400b,wine,
8985,5c48462555aabd06b4060fda,beer,
8986,5c48462555aabd06b4060fda,sake,
8987,5c48462555aabd06b4060fda,wine,
8988,5c4813e955aabd06b5e33e61,beer,
8989,5c4813e955aabd06b5e33e61,wine,
8990,5c47d3d14b73850699c15fca,beer,
8991,5c47d3d14b73850699c15fca,wine,
8992,5c4794e84b7385069b891e77,beer,
8993,5c47322155aabd06b6894a4a,beer,
8994,5c47322155aabd06b6894a4a,sake,
8995,5c47322155aabd06b6894a4a,wine,
8996,5c471b4b4b7385069acce752,beer,
8997,5c46f6d74b7385069b8915c2,beer,
8998,5c46f6d74b7385069b8915c2,sake,
8999,5c46f6d74b7385069b8915c2,wine,
9000,5c46e7e355aabd06b5e327ef,beer,
9001,5c45df591adf6406b3371db6,beer,
9002,5c45cc0c89fc8f06b7a9010d,beer,
9003,5c45cc0c89fc8f06b7a9010d,wine,
9004,5c45c5251adf6406b251e263,beer,
9005,5c45c5251adf6406b251e263,sake,
9006,5c45c5251adf6406b251e263,wine,
9007,5c45c23a1adf6406b3371b83,beer,
9008,5c45a3ab1adf6406b13267d4,beer,
9009,5c459f8189fc8f06b4a9fded,beer,
9010,5c459f8189fc8f06b4a9fded,wine,
9011,5c459b2889fc8f06b7a8fa1c,beer,
9012,5c459b2889fc8f06b7a8fa1c,sake,
9013,5c459b2889fc8f06b7a8fa1c,wine,
9014,5c451e8489fc8f06b5af7eee,beer,
9015,5c451e8489fc8f06b5af7eee,wine,
9016,5c42ea03973ab606910c9349,beer,
9017,5c42ea03973ab606910c9349,wine,
9018,5c41eb7f5f14c906cf34a865,beer,
9019,5c41eb7f5f14c906cf34a865,wine,
9020,5c41d55867c20206b735bd71,beer,
9021,5c41d55867c20206b735bd71,sake,
9022,5c41d55867c20206b735bd71,wine,
9023,5c41c95bf5c35d06b0f8f9d4,beer,
9024,5c4182a3f5c35d06abab5431,beer,
9025,5c4182a3f5c35d06abab5431,wine,
9026,5c406107f5c35d06aea5f333,beer,
9027,5c40551167c20206b8e9072a,beer,
9028,5c3f97bcf5c35d06b0f8e564,beer,
9029,5c3f97bcf5c35d06b0f8e564,wine,
9030,5c3f478d8a14e206aec3bb2f,beer,
9031,5c3f478d8a14e206aec3bb2f,wine,
9032,5c3f42583e757b06b945a25a,beer,
9033,5c3f42583e757b06b945a25a,wine,
9034,5c3f12ca613df606d37af1a4,beer,
9035,5c3f12ca613df606d37af1a4,sake,
9036,5c3f12ca613df606d37af1a4,wine,
9037,5c3f1187f5c35d06b0f8e3ac,beer,
9038,5c3f1187f5c35d06b0f8e3ac,sake,
9039,5c3f1187f5c35d06b0f8e3ac,wine,
9040,5c3e75ca8a14e206ac6a5d12,beer,
9041,5c3e70fbee6fbe06ae309d24,beer,
9042,5c3e70fbee6fbe06ae309d24,sake,
9043,5c3e70fbee6fbe06ae309d24,wine,
9044,5c3dbddaf5c35d06b0f8d999,beer,
9045,5c3dbddaf5c35d06b0f8d999,sake,
9046,5c3dbddaf5c35d06b0f8d999,wine,
9047,5c3dbcadf5c35d06aea5e06d,beer,
9048,5c3db4645e379606b043e7ab,beer,
9049,5c3db4645e379606b043e7ab,sake,
9050,5c3db4645e379606b043e7ab,wine,
9051,5c3d6e5e2a307e0687728e24,beer,
9052,5c3d6e5e2a307e0687728e24,wine,
9053,5c3d6bad67c20206b7359a19,beer,
9054,5c3d6bad67c20206b7359a19,wine,
9055,5c3d1c7967c20206b8e8efa4,beer,
9056,5c3d195d8985f606be6bc95d,beer,
9057,5c3d195d8985f606be6bc95d,wine,
9058,5c3ca423289eef06ca9a9379,beer,
9059,5c3ca423289eef06ca9a9379,wine,
9060,5c3c84089a779f0686fa1d52,beer,
9061,5c3c7715289eef06ca9a9268,beer,
9062,5c3c75739a779f068a9c5ffa,beer,
9063,5c3c7509289eef06cc8e975f,beer,
9064,5c3c7509289eef06cc8e975f,wine,
9065,5c3c50266ae5c306ac31ba90,beer,
9066,5c3c4f6dfc500906ce2dcef7,beer,
9067,5c3c1f4d6ae5c306aaa951cd,beer,
9068,5c3c1f4d6ae5c306aaa951cd,wine,
9069,5c3c116b9a779f0686fa1946,beer,
9070,5c3c116b9a779f0686fa1946,sake,
9071,5c3c116b9a779f0686fa1946,wine,
9072,5c3bfc819a779f0686fa17fc,beer,
9073,5c3bfc819a779f0686fa17fc,wine,
9074,5c3bc0bef5c35d06abab2674,beer,
9075,5c3bc0bef5c35d06abab2674,sake,
9076,5c3bc0bef5c35d06abab2674,wine,
9077,5c3b0cd2f5c35d06abab217e,beer,
9078,5c3b0cd2f5c35d06abab217e,wine,
9079,5c3aa4c9dac75706b8c63854,beer,
9080,5c3aa4c9dac75706b8c63854,sake,
9081,5c3aa4c9dac75706b8c63854,wine,
9082,5c39c7afc2eafc06af3c3912,beer,
9083,5c39c7afc2eafc06af3c3912,wine,
9084,5c39bf68c2eafc06af3c38b5,beer,
9085,5c39bf68c2eafc06af3c38b5,wine,
9086,5c3989dc44de7706a81f2d88,beer,
9087,5c3989dc44de7706a81f2d88,wine,
9088,5c390aee67c20206b65ca1ba,beer,
9089,5c390aee67c20206b65ca1ba,wine,
9090,5c388d1c6dd1f706cae33511,beer,
9091,5c388d1c6dd1f706cae33511,wine,
9092,5c38873262e8b006b47cf784,beer,
9093,5c387e6f67c20206b8e8ce5c,beer,
9094,5c387e6f67c20206b8e8ce5c,sake,
9095,5c387e6f67c20206b8e8ce5c,wine,
9096,5c387dc8f5c35d06abab1157,beer,
9097,5c387dc8f5c35d06abab1157,wine,
9098,5c387c0b67c20206b65c9f40,beer,
9099,5c387c0b67c20206b65c9f40,wine,
9100,5c382d2ca6b37e06bddcdd15,beer,
9101,5c382d2ca6b37e06bddcdd15,sake,
9102,5c382d2ca6b37e06bddcdd15,wine,
9103,5c37fa37f5c35d06abab0e25,beer,
9104,5c37fa37f5c35d06abab0e25,wine,
9105,5c37d3092aba2106ab4c2daf,beer,
9106,5c37d084f5c35d06abab0d53,beer,
9107,5c37cfada6b37e06bddcda7d,beer,
9108,5c37cfada6b37e06bddcda7d,wine,
9109,5c37c58367c20206b8e8c900,beer,
9110,5c37c58367c20206b8e8c900,wine,
9111,5c37a44df5c35d06aea5b364,beer,
9112,5c37a2df67c20206b8e8c6d8,beer,
9113,5c376d9b67c20206b8e8c65d,beer,
9114,5c3732f167c20206b8e8c4b4,beer,
9115,5c371d3067c20206b7356c48,beer,
9116,5c371d3067c20206b7356c48,wine,
9117,5c370449c63a7706b31c39db,beer,
9118,5c36fab9c63a7706b31c399f,beer,
9119,5c36fab9c63a7706b31c399f,wine,
9120,5c36e0a805c22306b04623a2,beer,
9121,5c36e0a805c22306b04623a2,wine,
9122,5c36c73767c20206b65c926f,beer,
9123,5c36ab4005c22306aee05232,beer,
9124,5c35ee52f4043406c57d52cc,beer,
9125,5c35ee52f4043406c57d52cc,wine,
9126,5c353cabf4043406c917a612,beer,
9127,5c353cabf4043406c917a612,wine,
9128,5c353a17f4043406c61ee309,beer,
9129,5c353a17f4043406c61ee309,wine,
9130,5c346d0467c20206b65c7eea,beer,
9131,5c346d0467c20206b65c7eea,wine,
9132,5c345c2fadce5e06bb41bcab,beer,
9133,5c345c2fadce5e06bb41bcab,wine,
9134,5c19bb430a1b9506b8fac2b0,beer,5622105e0acd0b58a218ab0d
9135,5c19bb430a1b9506b8fac2b0,beer,5622105e0acd0b58a218ab0d
9136,5c19bb430a1b9506b8fac2b0,sake,5622105e0acd0b58a218ab0d
9137,5c19bb430a1b9506b8fac2b0,sake,5622105e0acd0b58a218ab0d
9138,5c19bb430a1b9506b8fac2b0,wine,5622105e0acd0b58a218ab0d
9139,5c19bb430a1b9506b8fac2b0,wine,5622105e0acd0b58a218ab0d
9140,5c6d48a784383306b266c1e6,beer,
9141,5c6ccc0d60c99e06b095b957,beer,
9142,5c6cbb1850a4ca06af7b359b,beer,
9143,5c6c9ad560c99e06ae27c983,beer,
9144,5c6b498950a4ca06af7b1b3d,beer,
9145,5c69dfb7cdc4d106a9275860,beer,
9146,5c694feb7e41f206bfe95782,beer,
9147,5c690cca7e41f206bfe92be2,beer,
9148,5c68c82a7e41f206be8669c4,beer,
9149,5c68bda47e41f206bfe920a6,beer,
9150,5c681c227e41f206bfe91b21,beer,
9151,5c68196f7e41f206bfe91afa,beer,
9152,5c6816057e41f206bd92db04,beer,
9153,5c67ed549a0c5706dcf36ada,beer,
9154,5c678c599a0c5706dcf36008,beer,
9155,5c6766197e41f206bfe906b7,beer,
9156,5c66d1687e41f206be864a5f,beer,
9157,5c6575345f82d206bff157aa,beer,
9158,5c655d1ed1eb7b06be47f6d3,beer,
9159,5c6554a2d1eb7b06bf0d9c1d,beer,
9160,5c64ad03d1eb7b06bf0d88d8,beer,
9161,5c63e961b8d80406ab5e7151,beer,
9162,5c63dfb5b8d80406ab5e7017,beer,
9163,5c636c03d8120906a6096170,beer,
9164,5c6351eed8120906a6095f73,beer,
9165,5c634c9083b50106c152c877,beer,
9166,5c62a934d4926b06ca972795,beer,
9167,5c628c0dd635f006cbd9a982,beer,
9168,5c6268a0d4926b06cc3c41f3,beer,
9169,5c623947d4926b06cc3c3e2a,beer,
9170,5c616cf9d635f006cc1c355d,beer,
9171,5c615a4dd635f006cbd99460,beer,
9172,5c6149aad635f006cbd9910f,beer,
9173,5c613b6fd4926b06cc3c2a31,beer,
9174,5c60d27cd635f006cbd9838b,beer,
9175,5c60cea3d635f006cde548af,beer,
9176,5c6059e8b3c40606ad6662c8,beer,
9177,5c60124cd635f006cbd97968,beer,
9178,5c5febbed635f006cbd9732c,beer,
9179,5c5fcb66d635f006cbd97080,beer,
9180,5c5fc23ed635f006cc1c0dbb,beer,
9181,5c5f79fad4926b06cbba8fe7,beer,
9182,5c5f6c59d635f006cbd96747,beer,
9183,5c5ec335d635f006cde52623,beer,
9184,5c5ebcffd4926b06ca96d880,beer,
9185,5c5eaf7bd4926b06cc3bf702,beer,
9186,5c5e65e2d635f006cde51b4f,beer,
9187,5c5e3f6ed4926b06ca96ca58,beer,
9188,5c527eaf1c35f506ad11b8c2,beer,
9189,5c5288031c35f506ac829c69,beer,
9190,5c54c5191c35f506ae0d1f7a,beer,
9191,5c56479d65dda506bf34d03f,beer,
9192,5c57ec44d4926b06cc3b7830,beer,
9193,5c5bd1a5d4926b06ca96a116,beer,
9194,5c5d8824d635f006cbd94a35,beer,
9195,5c5f785dd635f006cde52d99,beer,
9196,5c655d165f82d206bff15373,beer,
9197,5c69fa9ccdc4d106aa559793,beer,
9198,5c6debc4299aa906cbdd9f0a,beer,
9199,5c6debc4299aa906cbdd9f0a,wine,
9200,5c6484005f82d206bff13967,beer,
9201,5c643477502d2206af8dc0d6,beer,
9202,5c643477502d2206af8dc0d6,wine,
9203,5c63ec22b8d80406ab5e7197,beer,
9204,5c6028b5d635f006cc1c19e1,beer,
9205,5c6028b5d635f006cc1c19e1,wine,
9206,5c5fbf0ad635f006cc1c0d69,beer,
9207,5c5f53a5d4926b06ca96deb7,beer,
9208,5c5d8ffbd635f006cc1be8e9,beer,
9209,5c5d8ffbd635f006cc1be8e9,wine,
9210,5c5d740dd4926b06ca96c0c3,beer,
9211,5c5d740dd4926b06ca96c0c3,sake,
9212,5c5d740dd4926b06ca96c0c3,wine,
9213,5c5cfa83d635f006cbd93da5,beer,5622105e0acd0b58a218ab0d
9214,5c5cfa83d635f006cbd93da5,beer,5622105e0acd0b58a218ab0d
9215,5c5cfa83d635f006cbd93da5,sake,5622105e0acd0b58a218ab0d
9216,5c5cfa83d635f006cbd93da5,wine,5622105e0acd0b58a218ab0d
9217,5c5cfa83d635f006cbd93da5,wine,5622105e0acd0b58a218ab0d
9218,5c5ab75cd4926b06ca968ddd,beer,
9219,5c5a5521d4926b06cc3ba61a,beer,
9220,5c5a5521d4926b06cc3ba61a,beer,
9221,5c5a5521d4926b06cc3ba61a,sake,
9222,5c5a5521d4926b06cc3ba61a,wine,
9223,5c5a5521d4926b06cc3ba61a,wine,
9224,5c5999481adf6406cbccf251,beer,
9225,5c5999481adf6406cbccf251,sake,
9226,5c5999481adf6406cbccf251,wine,
9227,5c54b79065dda506bf34b376,beer,
9228,5c53bc3b65dda506c3a6dea8,beer,
9229,5c5171f265dda506c3a6b562,beer,
9230,5c721adc66903506ac759f1c,beer,
9231,5c70af2552fbb206b5939fc1,beer,
9232,5c6cc7bb60c99e06ae27cc86,beer,
9233,5c6c91bc60c99e06ae27c8ef,beer,
9234,5c54bbc61c35f506ae0d1f25,beer,
9235,5c714b616d158106ad7b1232,beer,
9236,5c6a449550a4ca06af7b071c,beer,
9237,5c68d0c07e41f206bd92e259,beer,
9238,5c64f4c45f82d206bff144c1,beer,
9239,5c64c2815f82d206c0f1b29a,beer,
9240,5c5fd5d8d635f006cde5369e,beer,
9241,5c5fd5d8d635f006cde5369e,RTD,
9242,5c5cca29d4926b06cbba6142,beer,
9243,5c5ae03e1adf6406cbcd09f8,beer,
9244,5c5ae03e1adf6406cbcd09f8,RTD,
9245,5c5850dad4926b06cc3b8440,beer,
9246,5c68eb689a0c5706dd20c4a5,beer,
9247,5c6ea6305702e006bd40b733,beer,
9248,5c57e1e11adf6406c9b51d9d,beer,
9249,5c57e1e11adf6406c9b51d9d,spirits,
9250,5c57a113d4926b06cc3b71fa,beer,
9251,5c56d4281c35f506ac82f371,beer,
9252,5c56c79365dda506c53ec698,beer,
9253,5c566b8c65dda506c3a70fc4,beer,
9254,5c557da965dda506c53eab9a,beer,
9255,5c5577dd65dda506bf34c4cc,beer,
9256,5c53ed961c35f506ae0d11e5,beer,
9257,5c52c1751c35f506ad11bd8c,beer,
9258,5c6ddcde84383306b47252c8,beer,
9259,5c6d6961299aa906ccbfe905,beer,
9260,5c6d36a6299aa906cbdd9454,beer,
9261,5c78eac4f07eae06c77a6209,beer,
9262,5c79fbeef07eae06c77a741b,beer,
9263,5c69457a7e41f206bfe94ce5,beer,
9264,5c611de9d635f006cde55162,beer,
9265,5c5e717ad4926b06cc3bf00d,beer,
9266,5c5d5cabd635f006cc1be381,beer,
9267,5c5b857fd635f006cde4e9c9,beer,
9268,5c58a392d4926b06ca96658c,beer,
9269,5c57b567d4926b06cbba0293,beer,
9270,5c5653af1c35f506ad11feb2,beer,
9271,5c5541a765dda506c53ea493,beer,
9272,5c5541a765dda506c53ea493,RTD,
9273,5c55050a1c35f506ac82c83a,beer,
9274,5c5410f065dda506c53e8f83,beer,
9275,5c5410f065dda506c53e8f83,RTD,
9276,5c526e5365dda506c3a6c738,beer,
9277,5c526e5365dda506c3a6c738,RTD,
9278,5c5173b765dda506c3a6b5ab,beer,
9279,5c5173b765dda506c3a6b5ab,RTD,
9280,5c516d5165dda506c3a6b4d5,beer,
9281,5c5149491c35f506ac8284d9,beer,
9282,5c5149491c35f506ac8284d9,RTD,
9283,5c4ea90f105fd006aeb83b89,beer,
9284,5c4ea90f105fd006aeb83b89,RTD,
9285,5c4c5e84e3112706cd3c88b3,beer,
9286,5c640818502d2206b190118d,beer,
9287,5c640818502d2206b190118d,RTD,
9288,5c4e97d7105fd006aff3bc79,beer,
9289,5c4e97d7105fd006aff3bc79,RTD,
9290,5c4e97d7105fd006aff3bc79,wine,
9291,5c65fd9e9a0c5706dbe4d79b,beer,
9292,5c65fd9e9a0c5706dbe4d79b,RTD,
9293,5c65fd9e9a0c5706dbe4d79b,wine,
9294,5c7e53cd55df0a06e3f19538,beer,
9295,5c7e53cd55df0a06e3f19538,RTD,
9296,5c7d3d73f5449f06bc21a3e1,beer,
9297,5c7d3d73f5449f06bc21a3e1,RTD,
9298,5c7d3d73f5449f06bc21a3e1,wine,
9299,5c7c9f04f07eae06c9fcb5e2,beer,
9300,5c7c9f04f07eae06c9fcb5e2,RTD,
9301,5c7c9c46f5449f06bc217e98,beer,
9302,5c7c9c46f5449f06bc217e98,RTD,
9303,5c7c9634f07eae06c9fcb4d7,beer,
9304,5c7c9634f07eae06c9fcb4d7,RTD,
9305,5c7be60af07eae06c77aa5b5,beer,
9306,5c7be60af07eae06c77aa5b5,RTD,
9307,5c7b7c26f5449f06bc2154ca,beer,
9308,5c7b7c26f5449f06bc2154ca,RTD,
9309,5c7b7c26f5449f06bc2154ca,wine,
9310,5c7aec38f5449f06bc213fee,beer,
9311,5c7aec38f5449f06bc213fee,RTD,
9312,5c7a505cf5449f06bdc1195a,beer,
9313,5c7a505cf5449f06bdc1195a,RTD,
9314,5c790a28f07eae06c8beef4a,beer,
9315,5c790a28f07eae06c8beef4a,RTD,
9316,5c790a28f07eae06c8beef4a,sake,
9317,5c790a28f07eae06c8beef4a,wine,
9318,5c78b7b6f5449f06bc211027,beer,
9319,5c78b7b6f5449f06bc211027,RTD,
9320,5c77980c87238906d6d62500,beer,
9321,5c77980c87238906d6d62500,RTD,
9322,5c7691e6dbb9fa06cb010953,beer,
9323,5c7691e6dbb9fa06cb010953,RTD,
9324,5c7691e6dbb9fa06cb010953,wine,
9325,5c76875bdbb9fa06cda3ceb4,beer,
9326,5c76875bdbb9fa06cda3ceb4,RTD,
9327,5c76875bdbb9fa06cda3ceb4,wine,
9328,5c762a7847901806d13e6ea5,beer,
9329,5c762a7847901806d13e6ea5,RTD,
9330,5c762a7847901806d13e6ea5,wine,
9331,5c749b30f6d7a106bc45e62c,beer,
9332,5c749b30f6d7a106bc45e62c,RTD,
9333,5c72b24f66903506ae87f208,beer,
9334,5c72b24f66903506ae87f208,RTD,
9335,5c72b24f66903506ae87f208,wine,
9336,5c7246b56d158106ae4955e6,beer,
9337,5c7246b56d158106ae4955e6,RTD,
9338,5c7201496d158106ad7b19aa,beer,
9339,5c7201496d158106ad7b19aa,RTD,
9340,5c7201496d158106ad7b19aa,wine,
9341,5c70c56652fbb206b60331bf,beer,
9342,5c70c56652fbb206b60331bf,RTD,
9343,5c70c56652fbb206b60331bf,wine,
9344,5c70b44b2393e906b9e74d57,beer,
9345,5c70b44b2393e906b9e74d57,RTD,
9346,5c6e93ef5702e006bd40b540,beer,
9347,5c6e93ef5702e006bd40b540,RTD,
9348,5c6e2f125702e006bca4e45c,beer,
9349,5c6e2f125702e006bca4e45c,RTD,
9350,5c6e20af5702e006bd40a9f9,beer,
9351,5c6e20af5702e006bd40a9f9,RTD,
9352,5c6e166f5702e006bb7c3761,beer,
9353,5c6e166f5702e006bb7c3761,RTD,
9354,5c6e166f5702e006bb7c3761,wine,
9355,5c6e00c1da21f206cc2061c1,beer,
9356,5c6e00c1da21f206cc2061c1,RTD,
9357,5c6dc460299aa906ccbfeb07,beer,
9358,5c6dc460299aa906ccbfeb07,RTD,
9359,5c6dc460299aa906ccbfeb07,wine,
9360,5c6d227684383306b266bc60,beer,
9361,5c6d227684383306b266bc60,RTD,
9362,5c6bf40660c99e06ae27bfce,beer,
9363,5c6bf40660c99e06ae27bfce,RTD,
9364,5c6bf40660c99e06ae27bfce,wine,
9365,5c6934d67e41f206bfe93c8d,beer,
9366,5c6934d67e41f206bfe93c8d,RTD,
9367,5c6934d67e41f206bfe93c8d,wine,
9368,5c67d1347e41f206bd92d1c7,beer,
9369,5c67d1347e41f206bd92d1c7,RTD,
9370,5c67d1347e41f206bd92d1c7,sake,
9371,5c67d1347e41f206bd92d1c7,wine,
9372,5c6790f19a0c5706dd20ab1a,beer,
9373,5c6790f19a0c5706dd20ab1a,RTD,
9374,5c6788977e41f206bfe90a61,beer,
9375,5c6788977e41f206bfe90a61,RTD,
9376,5c6788977e41f206bfe90a61,sake,
9377,5c6788977e41f206bfe90a61,wine,
9378,5c67473d7e41f206bfe904f8,beer,
9379,5c67473d7e41f206bfe904f8,RTD,
9380,5c65ea7d7e41f206bfe8ec75,beer,
9381,5c65ea7d7e41f206bfe8ec75,RTD,
9382,5c6406c2b8d80406ab5e7618,beer,
9383,5c6406c2b8d80406ab5e7618,RTD,
9384,5c6406c2b8d80406ab5e7618,wine,
9385,5c63f869502d2206b1900ec9,beer,
9386,5c63f869502d2206b1900ec9,RTD,
9387,5c63c04483b50106c2a12477,beer,
9388,5c63c04483b50106c2a12477,RTD,
9389,5c63b43183b50106c2a123bb,beer,
9390,5c63b43183b50106c2a123bb,RTD,
9391,5c63b43183b50106c2a123bb,wine,
9392,5c614c46d635f006cbd9918c,beer,
9393,5c614c46d635f006cbd9918c,RTD,
9394,5c61075bd635f006cbd989ae,beer,
9395,5c61075bd635f006cbd989ae,RTD,
9396,5c6037fed635f006cbd97d4e,beer,
9397,5c6037fed635f006cbd97d4e,RTD,
9398,5c5d39ded4926b06cc3bdb1f,beer,
9399,5c5d39ded4926b06cc3bdb1f,RTD,
9400,5c5d39ded4926b06cc3bdb1f,wine,
9401,5c5d1a13d635f006cbd9401c,beer,
9402,5c5d1a13d635f006cbd9401c,RTD,
9403,5c5d1a13d635f006cbd9401c,wine,
9404,5c9429e72584a906c0058396,beer,
9405,5c9429e72584a906c0058396,RTD,
9406,5c92d75fe8f6d406d8d8b996,beer,
9407,5c92c986ca549f06c16425f7,beer,
9408,5c924175d8762106bf339d5c,beer,
9409,5c924175d8762106bf339d5c,RTD,
9410,5c91e65a19d6ba06c2b70dda,beer,
9411,5c91be5119a11a06c45947b0,beer,
9412,5c91a7fdfc032106b4e330af,beer,
9413,5c9186529a779f06b145607f,beer,
9414,5c8f89a29a779f06b3b0fc14,beer,
9415,5c8f8595d8762106bea71347,beer,
9416,5c8f8150ce224906b438f289,beer,
9417,5c8f8150ce224906b438f289,RTD,
9418,5c8f6e9f6a028106b0aca7b7,beer,
9419,5c8f69b71d79ff06ca0f0036,beer,
9420,5c8f59a5d8762106c0186a12,beer,
